WORD;POS;STRUCTURE
act;noun;1
parliament;noun;1
climb;verb;1
walk;verb;1
random;adjective;1
team;noun;1
sister;noun;1
help;noun;1
september;noun;1
achieve;verb;1
stem;noun;1
third;adjective;1
stop;noun;1
front;adjective;1
wrap;verb;1
heavy;adjective;1
round;adjective;1
set;verb;1
approach;noun;1
list;noun;1
minute;noun;1
hear;verb;1
leather;noun;1
certain;adjective;1
mind;verb;1
life;noun;1
deal;verb;1
prevent;verb;1
directory;noun;1
almost;adverb;1
firm;noun;1
bone;noun;1
unlucky;adjective;1
good;adjective;1
satisfaction;noun;1
hour;noun;1
up;adjective;1
board;noun;1
worship;noun;1
club;noun;1
cinema;noun;1
cover;noun;1
spoil;verb;1
toe;noun;1
tele;noun;1
method;noun;1
wheel;noun;1
drop;verb;1
fail;verb;1
now;adverb;1
aeroplane;noun;1
angry;adjective;1
special;adjective;1
student;noun;1
story;noun;1
attractive;adjective;1
replace;verb;1
march;noun;1
write;verb;1
lump;noun;1
newspaper;noun;1
industry;noun;1
tale;noun;1
cry;noun;1
damage;noun;1
busy;adjective;1
pencil;noun;1
reward;noun;1
furniture;noun;1
enough;adverb;1
shit;noun;1
coin;noun;1
limit;verb;1
ceiling;noun;1
instrument;noun;1
plain;noun;1
piece;noun;1
ride;noun;1
pain;noun;1
say;verb;1
desert;noun;1
shirt;noun;1
place;noun;1
bus;noun;1
promise;verb;1
reptile;noun;1
serve;verb;1
night;noun;1
orange;noun;1
straight;adverb;1
row;noun;1
smoke;noun;1
complain;verb;1
there;adverb;1
sky;noun;1
guts;noun;1
call;noun;1
possible;adjective;1
hold;noun;1
happy;adjective;1
read;verb;1
rest;noun;1
around;adverb;1
middle;noun;1
venus;noun;1
neptune;noun;1
sink;noun;1
pancake;noun;1
young;adjective;1
whole;noun;1
simple;adjective;1
goodness;noun;1
open;adjective;1
increase;verb;1
near;adjective;1
guest;noun;1
cloakroom;noun;1
back;adjective;1
week;noun;1
elect;verb;1
soon;adverb;1
way;noun;1
excellent;adjective;1
hatch;verb;1
savoury;adjective;1
low;adjective;1
extrasensory;adjective;1
prison;noun;1
aunt;noun;1
enchilada;noun;1
unit;noun;1
elastic;adjective;1
factory;noun;1
shoulder;noun;1
escape;verb;1
put;noun;1
wheat;noun;1
respect;noun;1
cloud;verb;1
shell;noun;1
control;verb;1
mother;noun;1
sauce;noun;1
pod;noun;1
short;adjective;1
store;verb;1
plant;noun;1
rude;adjective;1
tissue;noun;1
show;verb;1
almighty;noun;1
active;adjective;1
wednesday;noun;1
load;noun;1
cost;noun;1
fence;noun;1
cur;noun;1
excrete;verb;1
willing;adjective;1
luck;noun;1
plan;noun;1
father;noun;1
re;noun;1
sharp;adjective;1
repair;verb;1
period;noun;1
guilt;noun;1
influence;noun;1
illegal;adjective;1
extra;adjective;1
steam;noun;1
full;adjective;1
monday;noun;1
star;noun;1
animal;noun;1
stretch;verb;1
fall;verb;1
weather;noun;1
calm;noun;1
music;noun;1
open;verb;1
sand;noun;1
joke;verb;1
programme;noun;1
crow;noun;1
compete;verb;1
wise;adjective;1
may;verb;1
esp;noun;1
deserve;verb;1
permit;noun;1
frequent;adjective;1
front;noun;1
milk;noun;1
common;adjective;1
adjective;noun;1
order;noun;1
approve;verb;1
solvent;adjective;1
elbow;noun;1
case;noun;1
post;noun;1
flour;noun;1
pay;verb;1
once;adverb;1
ill;noun;1
bring;verb;1
circle;noun;1
sit;verb;1
spacecraft;noun;1
seed;noun;1
judge;noun;1
paint;noun;1
request;noun;1
mental;adjective;1
face;noun;1
feather;noun;1
speaker;noun;1
subject;adjective;1
route;noun;1
organ;noun;1
money;noun;1
play;noun;1
separate;adjective;1
shocking;adjective;1
mouse;noun;1
support;verb;1
rest;verb;1
length;noun;1
mainly;adverb;1
perform;verb;1
complicate;verb;1
need;noun;1
stake;noun;1
poison;noun;1
agree;verb;1
volume;noun;1
report;noun;1
drink;noun;1
telephone;noun;1
receive;verb;1
accurate;adjective;1
slice;noun;1
why;adverb;1
transparent;adjective;1
january;noun;1
account;noun;1
kitchen;noun;1
include;verb;1
hollow;adjective;1
idea;noun;1
occasion;noun;1
left;noun;1
flat;adjective;1
human;adjective;1
therefore;adverb;1
meet;verb;1
future;adjective;1
perception;noun;1
brother;noun;1
oval;noun;1
know;verb;1
fire;noun;1
melt;verb;1
coat;noun;1
wife;noun;1
solve;verb;1
wrong;adjective;1
little;adjective;1
build;verb;1
crowd;noun;1
try;verb;1
title;noun;1
element;noun;1
swing;verb;1
question;noun;1
fix;verb;1
like;verb;1
middle;adjective;1
foot;noun;1
result;verb;1
unsuccessful;adjective;1
clapper;noun;1
string;noun;1
choose;verb;1
no;noun;1
standard;adjective;1
ocean;noun;1
net;noun;1
collect;verb;1
danger;noun;1
long;adverb;1
listen;verb;1
effect;noun;1
communicate;verb;1
business;noun;1
dishonest;adjective;1
exchange;noun;1
cat;noun;1
print;verb;1
note;noun;1
unnecessary;adjective;1
similar;adjective;1
stay;verb;1
apart;adverb;1
n;noun;1
chafe;verb;1
bank;noun;1
army;noun;1
insect;noun;1
suggest;verb;1
profit;noun;1
make;verb;1
total;adjective;1
eye;noun;1
base;noun;1
real;adjective;1
confidence;noun;1
standing;noun;1
sincere;adjective;1
standard;noun;1
s;noun;1
fashion;verb;1
anxiety;noun;1
educate;verb;1
carry;verb;1
touch;noun;1
same;adjective;1
calm;verb;1
nut;noun;1
item;noun;1
multiply;verb;1
society;noun;1
mass;noun;1
invent;verb;1
sum;noun;1
speak;verb;1
cut;verb;1
usual;adjective;1
crush;verb;1
bat;noun;1
verb;noun;1
condition;noun;1
amount;noun;1
substance;noun;1
owe;verb;1
rock;noun;1
cover;verb;1
day;noun;1
approximate;adjective;1
easy;adjective;1
just;adverb;1
anger;noun;1
alive;adjective;1
soft;adjective;1
uniform;adjective;1
pan;verb;1
pick;verb;1
page;noun;1
pull;noun;1
reason;noun;1
backwards;adverb;1
dark;adjective;1
pleasure;noun;1
have;verb;1
neckline;noun;1
t;noun;1
sometimes;adverb;1
lightning;noun;1
ball;noun;1
skillet;noun;1
already;adverb;1
key;noun;1
layer;noun;1
wet;adjective;1
building;noun;1
trust;verb;1
rubber;noun;1
count;verb;1
across;adverb;1
chair;noun;1
map;noun;1
push;noun;1
necessary;adjective;1
bony;adjective;1
wind;noun;1
still;adverb;1
strength;noun;1
find;verb;1
disease;noun;1
property;noun;1
aim;noun;1
religion;noun;1
rise;verb;1
pink;adjective;1
shall;verb;1
grey;noun;1
in;adjective;1
result;noun;1
nun;noun;1
present;adjective;1
trunk;noun;1
blood;noun;1
health;noun;1
enthusiasm;noun;1
baby;noun;1
pretend;verb;1
hockey;noun;1
camera;noun;1
wish;verb;1
electron;noun;1
form;noun;1
proton;noun;1
borrow;verb;1
belong;verb;1
block;noun;1
carriage;noun;1
dress;verb;1
happen;verb;1
fruit;noun;1
plug;noun;1
absorb;verb;1
subject;noun;1
relax;verb;1
substitute;noun;1
fierce;adjective;1
flesh;noun;1
stone;noun;1
month;noun;1
grease;noun;1
chemical;noun;1
half;noun;1
rate;noun;1
either;adverb;1
measured;adjective;1
feel;verb;1
dress;noun;1
depend;verb;1
responsible;adjective;1
hemp;noun;1
punish;verb;1
state;verb;1
hang;verb;1
hammer;noun;1
natural;adjective;1
drum;verb;1
sniff;verb;1
lubricate;verb;1
tense;noun;1
formal;adjective;1
planet;noun;1
share;verb;1
speech;noun;1
animal;adjective;1
furry;adjective;1
bell;noun;1
important;adjective;1
organization;noun;1
consider;verb;1
eleven;noun;1
private;adjective;1
much;adverb;1
flash;noun;1
medical;adjective;1
iron;noun;1
fly;verb;1
showing;noun;1
together;adverb;1
empty;verb;1
drink;verb;1
subtract;verb;1
enemy;noun;1
computer;noun;1
tea;noun;1
please;verb;1
exchange;verb;1
handle;verb;1
nowhere;adverb;1
flame;noun;1
word;noun;1
laugh;noun;1
vegetable;noun;1
determine;verb;1
tree;noun;1
tuesday;noun;1
bottom;noun;1
family;noun;1
finger;noun;1
exercise;verb;1
skill;noun;1
hop;verb;1
pasta;noun;1
hip;noun;1
beauty;noun;1
side;noun;1
tube;noun;1
blame;verb;1
navy;noun;1
tense;adjective;1
bed;noun;1
utensil;noun;1
treat;verb;1
finish;verb;1
whole;adjective;1
mend;verb;1
airport;noun;1
shin;verb;1
serious;adjective;1
tub;noun;1
gate;noun;1
christian;adjective;1
blue;noun;1
slang;noun;1
energy;noun;1
house;noun;1
sound;noun;1
seat;noun;1
traffic;noun;1
come;verb;1
add;verb;1
refuse;verb;1
company;noun;1
reduce;verb;1
cross;verb;1
worth;adjective;1
buy;noun;1
immediate;adjective;1
vehicle;noun;1
countryside;noun;1
october;noun;1
hair;noun;1
gold;noun;1
snap;noun;1
secret;noun;1
bit;verb;1
intelligence;noun;1
creature;noun;1
phone;noun;1
possess;verb;1
attempt;verb;1
hot;adjective;1
root;noun;1
april;noun;1
commit;verb;1
quiet;adjective;1
mix;verb;1
generous;adjective;1
farm;noun;1
cupboard;noun;1
university;noun;1
sub;noun;1
here;adverb;1
stream;noun;1
gold;adjective;1
god;noun;1
trench;noun;1
steel;noun;1
care;noun;1
effort;noun;1
accept;verb;1
champ;noun;1
position;noun;1
along;adverb;1
govern;verb;1
release;verb;1
fry;noun;1
worth;noun;1
put;verb;1
suffer;verb;1
return;verb;1
smell;verb;1
roll;verb;1
hotel;noun;1
marry;verb;1
death;noun;1
grey;adjective;1
imagine;verb;1
pour;verb;1
bacteria;noun;1
partly;adverb;1
spin;verb;1
mind;noun;1
sale;noun;1
reach;verb;1
explain;verb;1
down;adverb;1
travel;verb;1
bean;noun;1
give;verb;1
hole;noun;1
matter;noun;1
project;noun;1
single;adjective;1
false;adjective;1
fry;verb;1
decay;verb;1
deceive;verb;1
develop;verb;1
shape;verb;1
long;adjective;1
flat;noun;1
obey;verb;1
probable;adjective;1
do;verb;1
bend;verb;1
decide;verb;1
relate;verb;1
law;noun;1
phrase;noun;1
horse;noun;1
knit;verb;1
pause;verb;1
reflect;verb;1
negative;adjective;1
football;noun;1
rope;noun;1
mark;noun;1
worry;noun;1
credit;noun;1
food;noun;1
military;adjective;1
pen;noun;1
beat;verb;1
hope;verb;1
away;adverb;1
lemon;noun;1
office;noun;1
country;noun;1
hard;adverb;1
smooth;adjective;1
christ;noun;1
bridge;noun;1
rainy;adjective;1
cloth;noun;1
produce;verb;1
stand;verb;1
mar;verb;1
wing;noun;1
unpleasant;adjective;1
size;noun;1
symbol;noun;1
garage;noun;1
how;adverb;1
begin;verb;1
trick;verb;1
past;adjective;1
pastry;noun;1
extreme;adjective;1
will;noun;1
appear;verb;1
vote;verb;1
unable;adjective;1
grow;verb;1
deliver;verb;1
storm;noun;1
see;verb;1
ring;noun;1
exam;noun;1
judge;verb;1
leaf;noun;1
chocolate;noun;1
saturday;noun;1
frame;noun;1
doubt;noun;1
discover;verb;1
too;adverb;1
school;noun;1
clever;adjective;1
african;adjective;1
wait;verb;1
age;noun;1
above;adverb;1
st;noun;1
purpose;noun;1
message;noun;1
turn;verb;1
product;noun;1
main;adjective;1
plastic;adjective;1
inside;adverb;1
force;noun;1
weave;verb;1
pedal;noun;1
dust;noun;1
address;verb;1
lock;verb;1
score;verb;1
twist;verb;1
steal;verb;1
c;noun;1
rain;noun;1
forwards;adverb;1
move;noun;1
less;adverb;1
room;noun;1
help;verb;1
loose;adjective;1
drain;noun;1
oil;noun;1
bird;noun;1
explode;verb;1
line;noun;1
publish;verb;1
market;noun;1
leave;verb;1
jupiter;noun;1
play;verb;1
express;verb;1
various;adjective;1
medium;noun;1
drive;verb;1
old;adjective;1
float;verb;1
pan;noun;1
ferment;verb;1
segment;noun;1
bike;noun;1
fig;verb;1
cacao;noun;1
enclose;verb;1
trouble;noun;1
example;noun;1
knowledge;noun;1
alternative;noun;1
august;adjective;1
stupid;adjective;1
create;verb;1
trademark;noun;1
range;noun;1
join;verb;1
permit;verb;1
stiff;adjective;1
trade;noun;1
ordinary;adjective;1
stick;noun;1
sphere;noun;1
alphabet;noun;1
job;noun;1
station;noun;1
lend;verb;1
tennis;noun;1
pluto;noun;1
lift;verb;1
battery;noun;1
stomach;noun;1
trial;noun;1
wool;noun;1
railway;noun;1
react;verb;1
out;adjective;1
measure;verb;1
medicine;noun;1
dead;adjective;1
complete;verb;1
unintentional;adjective;1
must;verb;1
can;verb;1
use;verb;1
very;adverb;1
price;noun;1
unfriendly;adjective;1
opposite;noun;1
sheet;noun;1
works;noun;1
convent;noun;1
british;adjective;1
honest;adjective;1
year;noun;1
examine;verb;1
hunt;noun;1
vary;verb;1
royal;noun;1
disapprove;verb;1
spread;verb;1
destroy;verb;1
think;verb;1
temperature;noun;1
desire;noun;1
further;adverb;1
decorate;verb;1
elephant;noun;1
opportunity;noun;1
december;noun;1
light;noun;1
hope;noun;1
accident;noun;1
otherwise;adverb;1
rare;adjective;1
fair;adjective;1
precise;adjective;1
crime;noun;1
popper;noun;1
fax;noun;1
clean;adjective;1
physical;adjective;1
snow;noun;1
sea;noun;1
expect;verb;1
end;noun;1
path;noun;1
notice;noun;1
knock;verb;1
pea;noun;1
round;noun;1
boy;noun;1
bracket;noun;1
cannabis;noun;1
particular;adjective;1
affection;noun;1
luggage;noun;1
sudden;adjective;1
pay;noun;1
home;noun;1
correct;verb;1
never;adverb;1
burn;noun;1
course;noun;1
us;noun;1
copper;noun;1
surround;verb;1
customer;noun;1
theatre;noun;1
work;noun;1
fear;noun;1
sex;noun;1
several;adjective;1
area;noun;1
else;adverb;1
press;noun;1
bathtub;noun;1
ground;noun;1
booth;noun;1
current;adjective;1
needle;noun;1
cannot;verb;1
shoe;noun;1
only;adverb;1
instruct;verb;1
town;noun;1
second;noun;1
nail;noun;1
chicken;noun;1
surprise;noun;1
cocoon;noun;1
sound;adjective;1
fight;noun;1
lip;noun;1
polite;adjective;1
ability;noun;1
wire;noun;1
greet;verb;1
pet;noun;1
kingdom;noun;1
prepare;verb;1
uncle;noun;1
marked;adjective;1
right;noun;1
last;verb;1
cylinder;noun;1
bar;noun;1
tend;verb;1
dissolve;verb;1
gather;verb;1
warm;adjective;1
extent;noun;1
female;adjective;1
river;noun;1
narrow;adjective;1
alcohol;noun;1
value;noun;1
breeze;noun;1
particle;noun;1
learn;verb;1
skip;verb;1
husband;noun;1
move;verb;1
change;noun;1
often;adverb;1
agent;noun;1
beer;noun;1
let;verb;1
obvious;adjective;1
answer;verb;1
power;noun;1
force;verb;1
travel;noun;1
table;noun;1
kill;verb;1
metal;noun;1
dispose;verb;1
rank;noun;1
expression;noun;1
close;verb;1
bear;verb;1
thursday;noun;1
love;noun;1
future;noun;1
save;verb;1
wash;verb;1
man;noun;1
great;adjective;1
arm;noun;1
checkroom;noun;1
royalty;noun;1
delay;verb;1
close;adverb;1
sentence;noun;1
track;noun;1
cook;verb;1
combine;verb;1
clear;adjective;1
out;noun;1
muscle;noun;1
thick;adjective;1
procedure;noun;1
jump;verb;1
nothing;noun;1
correct;adjective;1
match;noun;1
wheel;verb;1
grass;noun;1
land;verb;1
field;noun;1
recognize;verb;1
allow;verb;1
photograph;noun;1
up;noun;1
able;adjective;1
when;adverb;1
notice;verb;1
legal;adjective;1
wood;noun;1
previous;adjective;1
woman;noun;1
flight;noun;1
improve;verb;1
pie;noun;1
birth;noun;1
workman;noun;1
typewriter;noun;1
break;verb;1
large;adjective;1
tense;verb;1
divide;verb;1
push;verb;1
event;noun;1
sleeve;noun;1
pupa;noun;1
kick;verb;1
sell;verb;1
component;noun;1
brown;adjective;1
loom;verb;1
mammal;noun;1
bomb;noun;1
liquid;adjective;1
hurt;verb;1
genome;noun;1
cup;noun;1
etc;adverb;1
aim;verb;1
companion;noun;1
member;noun;1
uranus;noun;1
mean;noun;1
foreign;adjective;1
directly;adverb;1
guess;verb;1
organize;verb;1
tell;verb;1
structure;noun;1
train;noun;1
rough;adjective;1
wide;adjective;1
hate;verb;1
bit;noun;1
silly;adjective;1
powder;noun;1
damage;verb;1
model;noun;1
strange;adjective;1
meal;noun;1
king;noun;1
lack;verb;1
machine;noun;1
live;verb;1
burst;verb;1
fulfil;verb;1
perfect;adjective;1
glass;noun;1
electricity;noun;1
square;verb;1
interest;noun;1
lie;verb;1
direct;verb;1
step;noun;1
burn;verb;1
device;noun;1
care;verb;1
thought;noun;1
straight;adjective;1
available;adjective;1
land;noun;1
gas;noun;1
bicycle;noun;1
especially;adverb;1
charge;noun;1
mouth;noun;1
floor;noun;1
stand;noun;1
child;noun;1
girl;noun;1
stage;noun;1
raise;verb;1
parallel;adjective;1
teach;verb;1
body;noun;1
leg;noun;1
exercise;noun;1
orange;adjective;1
rule;noun;1
pattern;noun;1
obtain;verb;1
cause;noun;1
strip;noun;1
screen;noun;1
flavour;noun;1
intend;verb;1
satisfy;verb;1
fur;noun;1
shape;noun;1
voice;noun;1
lot;noun;1
diameter;noun;1
drunk;adjective;1
manage;verb;1
practical;adjective;1
collar;noun;1
battle;noun;1
easily;adverb;1
sweet;adjective;1
secretive;adjective;1
bladder;noun;1
early;adjective;1
tax;noun;1
process;noun;1
pride;noun;1
match;verb;1
act;verb;1
back;adverb;1
rid;verb;1
order;verb;1
red;adjective;1
fungus;noun;1
plane;noun;1
smell;noun;1
persuade;verb;1
edible;adjective;1
bright;adjective;1
cause;verb;1
human;noun;1
recent;adjective;1
throw;verb;1
daughter;noun;1
independent;adjective;1
flatter;verb;1
library;noun;1
document;noun;1
lion;noun;1
fibre;noun;1
quick;adjective;1
participle;noun;1
attract;verb;1
book;noun;1
exact;adjective;1
arrange;verb;1
nose;noun;1
understanding;noun;1
contain;verb;1
thing;noun;1
yarn;noun;1
record;verb;1
neutron;noun;1
anywhere;adverb;1
grammar;noun;1
harm;noun;1
carbon;noun;1
bullet;noun;1
manner;noun;1
unexpected;adjective;1
friend;noun;1
outside;adjective;1
drain;verb;1
sun;noun;1
pink;noun;1
paper;noun;1
disagree;verb;1
invite;verb;1
emphasize;verb;1
press;verb;1
uncomfortable;adjective;1
atom;noun;1
sympathy;noun;1
diamond;noun;1
enjoy;verb;1
chew;verb;1
heel;noun;1
spend;verb;1
unwanted;adjective;1
arrive;verb;1
buy;verb;1
pray;verb;1
guitar;noun;1
admit;verb;1
eat;verb;1
curve;noun;1
position;verb;1
difficult;adjective;1
persuasion;noun;1
green;adjective;1
cloud;noun;1
fat;adjective;1
pause;noun;1
last;adjective;1
aircraft;noun;1
